"","J001-0h","J001-ctrl","J001-acggm","J011-0h","J011-ctrl","J011-acggm","J014-0h","J014-ctrl","J014-acggm","J016-0h","J016-ctrl","J016-acggm","J018-0h","J018-ctrl","J018-acggm","J020-0h","J020-ctrl","J020-acggm","J021-0h","J021-ctrl","J021-acggm","J022-0h","J022-ctrl","J022-acggm"
"MAG001",0.07753926,0.008833337,0.008078557,0.010732533,0.0033216674,0.003187978,0.007995119,0.0028204957,0.0019302912,0.052842014,0.018111251,0.015313957,0.0030799333,0.0010884837,0,0.090897426,0.03167048,0.029763913,0.03066614,0.00817851,0.009954595,0.0063215373,0.0013275947,0.0009810241
"MAG002",0.02682861,0.0031665948,0.0021141288,0.0039366377,0.00072611857,0,0.003255836,0.000841741,0,0,0,0,0,0,0,0.012175262,0.0042917496,0.0025067402,0.0034657698,0.00059581007,0.0006577517,0.0012930537,0,0
"MAG003",0.0633814,0.0045964485,0.0051595895,0.0055602817,0,0,0.01077241,0.0010199219,0.0007564159,0.046874125,0.0041107787,0.0028038674,0,0,0,0.08606798,0.0037012275,0.002483774,0.052204207,0.0016619156,0.002111239,0.001229363,0,0
"MAG004",0.12808892,0.017094161,0.009741743,0,0,0,0,0,0,0.01821386,0.0031062718,0.0019461112,0,0,0,0.3001466,0.048789337,0.029842833,0.0017930352,0,0,0,0,0
"MAG005",0.27230233,0.109528236,0.103511654,1.149642,0.49146092,3.8292456,0.80737424,0.59414977,3.0291193,0.09011087,0.039382935,0.25178885,0.43217897,0.3769561,1.0899892,0.39701825,0.7809935,1.0113109,0.097746715,0.09747709,0.07649908,0.30764806,0.08509333,0.05700564
"MAG006",0.07648957,0.14849165,0.09079627,0.00700373,0.024412083,0.014044987,0.023512045,0.19360575,0.04263753,0.056722835,0.4290965,0.2524579,0.049543172,0.14960387,0.061721034,0.13079362,0.47658512,0.31424248,0.06837643,0.48029023,0.25323516,0.08904478,0.25748613,0.14395134
"MAG007",0.026298271,0.00085475354,0.0010442302,0.041232917,0.0021317434,0.0009553981,0.0030589078,0,0,0.018373128,0.0017220747,0.00090904156,0.018107826,0.0013851158,0.0010493614,0.006242679,0,0,0.001978628,0,0,0.0074257283,0,0
"MAG008",0.10048621,0.004142738,0.0024209083,0.1107169,0.0047367797,0.0074803676,0.059350174,0.0039738296,0.0036135737,0.10012061,0.0063302256,0.016576845,0.055923622,0.0019487428,0.0036000386,0.04436051,0.0035998402,0.0044820993,0.087145664,0.0035031172,0.0021411912,0.07639427,0.00320748,0.002195623
"MAG009",0.008151265,0.0014545111,0.0010668779,0.041418362,0.016475324,0.008433058,0.01566872,0.0056713414,0.001411709,0.011849913,0,0,0.012495302,0.008435377,0.0008784093,0.008294419,0.00075262133,0.002694788,0.02192859,0.0029780897,0.0010915556,0.046252355,0.007467213,0.0011718669
"MAG010",0.11037365,0.012665951,0.0058747684,0.0601055,0.021732917,0.006563337,0.015979717,0.0030487196,0.000968856,0.0296473,0.0039324327,0.0024677862,0.017876783,0.0033870346,0.0010937513,0.058009937,0.011921428,0.009615795,0.025288746,0.0041306443,0.0028697997,0.0036389169,0,0
